time_s,err_mag,err_x,err_y,err_z
1.521,0.045619,-0.032225,-0.032269,0.001164
1.524,0.041235,-0.029128,-0.029164,0.001164
1.527,0.035058,-0.024761,-0.024792,0.001154
1.531,0.027353,-0.019312,-0.019338,0.001143
1.535,0.018442,-0.013004,-0.013028,0.001132
1.539,0.008704,-0.006093,-0.006115,0.001119
1.544,0.001952,0.001149,0.001128,0.001103
1.547,0.011968,0.008439,0.008417,0.001089
1.552,0.021925,0.015496,0.015473,0.001076
1.556,0.031188,0.022053,0.022027,0.001066
1.562,0.039411,0.027872,0.027843,0.001053
1.565,0.046323,0.032763,0.03273,0.001038
1.569,0.051691,0.036563,0.036525,0.001041
1.573,0.055336,0.039142,0.0391,0.00105
1.577,0.057134,0.040416,0.04037,0.001047
1.58,0.057044,0.040355,0.040303,0.001042
1.584,0.055096,0.03898,0.038924,0.001043
1.588,0.051392,0.036363,0.036302,0.001042
1.592,0.046098,0.032621,0.032555,0.001038
1.595,0.039442,0.027915,0.027846,0.001031
1.598,0.031701,0.022441,0.022368,0.001024
1.601,0.02319,0.016419,0.016345,0.001014
1.606,0.014252,0.01009,0.010014,0.001004
1.61,0.005277,0.003703,0.003626,0.000994
1.614,0.003718,-0.002496,-0.002573,0.000985
1.618,0.01179,-0.00827,-0.008346,0.000978
1.622,0.019051,-0.013409,-0.013484,0.001151
1.625,0.025181,-0.017747,-0.01782,0.001264
1.629,0.029967,-0.021137,-0.021207,0.001221
1.633,0.033258,-0.023468,-0.023536,0.001183
1.637,0.034945,-0.024663,-0.024728,0.001184
1.642,0.034983,-0.024691,-0.024754,0.00118
1.645,0.033396,-0.02357,-0.02363,0.001162
1.648,0.03027,-0.02136,-0.021418,0.001146
1.654,0.02575,-0.018163,-0.018218,0.001134
1.66,0.020034,-0.014117,-0.01417,0.00112
1.666,0.013365,-0.009393,-0.009444,0.001103
1.67,0.006048,-0.004183,-0.004231,0.001087
1.674,0.002104,0.001304,0.001257,0.001071
1.679,0.009711,0.006849,0.006803,0.001055
1.682,0.017305,0.012237,0.012192,0.00104
1.686,0.024397,0.017258,0.017214,0.001028
1.691,0.030721,0.021729,0.021686,0.001159
1.695,0.036063,0.025507,0.025464,0.001241
1.698,0.040242,0.028464,0.028421,0.001202
1.705,0.043123,0.030503,0.03046,0.001168
1.708,0.04461,0.031555,0.031512,0.001163
1.711,0.044663,0.031593,0.031549,0.001153
1.716,0.043303,0.030631,0.030587,0.001134
1.719,0.040603,0.028722,0.028677,0.001117
1.723,0.036688,0.025953,0.025908,0.001103
1.726,0.031728,0.022445,0.022399,0.001087
1.731,0.025933,0.018345,0.018298,0.001071
1.734,0.019541,0.013821,0.013774,0.001054
1.738,0.012816,0.009056,0.009008,0.001038
1.742,0.006048,0.004239,0.004191,0.001022
