time_s,err_mag,err_x,err_y,err_z
26.079,1.065425,0.881164,0.486677,0.349038
26.161,0.960707,0.82502,0.385206,0.306456
26.265,0.855834,0.764609,0.278397,0.26518
26.363,0.752848,0.699143,0.167062,0.223761
26.464,0.657346,0.629289,0.051593,0.182858
26.563,0.58181,0.559275,-0.065277,0.146469
26.674,0.525914,0.476675,-0.193806,0.108652
26.764,0.508843,0.406576,-0.294293,0.083719
26.863,0.516904,0.325815,-0.396374,0.062629
26.964,0.543847,0.242427,-0.484403,0.048511
27.065,0.580006,0.157034,-0.556851,0.0408
27.166,0.618274,0.069953,-0.613097,0.038477
27.263,0.654458,-0.017069,-0.652994,0.040286
27.364,0.686145,-0.102552,-0.676871,0.046081
27.467,0.712053,-0.185352,-0.685276,0.055318
27.568,0.730441,-0.262268,-0.678616,0.065113
27.663,0.740329,-0.331922,-0.657259,0.076968
27.763,0.741487,-0.391318,-0.623419,0.089568
27.863,0.732953,-0.437754,-0.578632,0.103811
27.972,0.712925,-0.476004,-0.517233,0.118963
28.071,0.684393,-0.495527,-0.453417,0.131375
28.164,0.650902,-0.501281,-0.38974,0.143153
28.264,0.606276,-0.495759,-0.313065,0.154221
28.374,0.553428,-0.476161,-0.230175,0.163011
28.474,0.493182,-0.442023,-0.135057,0.172058
28.573,3.256894,-2.398492,-2.043831,-0.823014
28.666,3.167831,-2.349393,-1.959949,-0.82104
28.767,3.061302,-2.285394,-1.866174,-0.816051
28.87,2.934036,-2.204802,-1.76323,-0.799021
28.973,2.81015,-2.123119,-1.670282,-0.774252
29.07,2.680099,-2.035065,-1.577868,-0.742815
29.174,2.544583,-1.941313,-1.485759,-0.706208
29.275,2.407346,-1.844339,-1.395395,-0.668281
29.373,2.262625,-1.740484,-1.303969,-0.624383
29.473,2.116386,-1.631942,-1.215503,-0.581729
29.575,1.968367,-1.518517,-1.130045,-0.539977
29.685,1.848565,-1.4241,-1.063994,-0.507002
29.774,1.667549,-1.276059,-0.970614,-0.458587
29.876,1.515567,-1.146547,-0.898379,-0.418677
29.977,1.394148,-1.039034,-0.844724,-0.387943
30.073,1.215487,-0.872606,-0.77266,-0.344909
30.172,1.08455,-0.744712,-0.723716,-0.312871
30.273,0.945867,-0.602016,-0.674284,-0.278536
30.375,0.81677,-0.460868,-0.628028,-0.245548
30.476,0.700288,-0.324935,-0.582595,-0.213081
30.578,0.588551,-0.184515,-0.529298,-0.179417
30.683,0.503179,-0.067012,-0.474856,-0.15235
30.774,0.447039,0.01956,-0.425547,-0.135537
